stage,stage_label,lag_ns,domain_id,n_samples,ca_rmsd,drmsd_long_range,drmsd_all,rotation_geodesic_mean_deg,bond_length_rmse,bond_angle_ca_c_n_mae_deg,bond_angle_c_n_ca_mae_deg,bond_angle_mae_deg,ca_neighbor_distance_mae,contact_f1,formed_contact_f1,broken_contact_f1,heavy_atom_rmsd,backbone_heavy_rmsd,sidechain_heavy_rmsd,bondi_serious_overlap_rate,bondi_serious_inter_residue_backbone_backbone_rate,bondi_serious_inter_residue_backbone_sidechain_rate,bondi_serious_inter_residue_sidechain_sidechain_rate,bondi_serious_intra_residue_backbone_backbone_rate,bondi_serious_intra_residue_backbone_sidechain_rate,bondi_serious_intra_residue_sidechain_sidechain_rate,atom_contact_any_precision,atom_contact_any_recall,atom_contact_any_f1,atom_contact_backbone_backbone_f1,atom_contact_backbone_sidechain_f1,atom_contact_sidechain_sidechain_f1,atom_contact_formed_precision,atom_contact_formed_recall,atom_contact_formed_f1,atom_contact_broken_precision,atom_contact_broken_recall,atom_contact_broken_f1,ca_rmsd_n,drmsd_long_range_n,drmsd_all_n,rotation_geodesic_mean_deg_n,bond_length_rmse_n,bond_angle_ca_c_n_mae_deg_n,bond_angle_c_n_ca_mae_deg_n,bond_angle_mae_deg_n,ca_neighbor_distance_mae_n,contact_f1_n,formed_contact_f1_n,broken_contact_f1_n,heavy_atom_rmsd_n,backbone_heavy_rmsd_n,sidechain_heavy_rmsd_n,bondi_serious_overlap_rate_n,bondi_serious_inter_residue_backbone_backbone_rate_n,bondi_serious_inter_residue_backbone_sidechain_rate_n,bondi_serious_inter_residue_sidechain_sidechain_rate_n,bondi_serious_intra_residue_backbone_backbone_rate_n,bondi_serious_intra_residue_backbone_sidechain_rate_n,bondi_serious_intra_residue_sidechain_sidechain_rate_n,atom_contact_any_precision_n,atom_contact_any_recall_n,atom_contact_any_f1_n,atom_contact_backbone_backbone_f1_n,atom_contact_backbone_sidechain_f1_n,atom_contact_sidechain_sidechain_f1_n,atom_contact_formed_precision_n,atom_contact_formed_recall_n,atom_contact_formed_f1_n,atom_contact_broken_precision_n,atom_contact_broken_recall_n,atom_contact_broken_f1_n
identity,identity_current_atoms,1.0,1f7uA02,60,2.8357584257920583,2.1727594545223328,2.097365403859494,31.807023525238037,0.07562013806856781,4.177798018891627,5.181061900186582,4.679429959539106,0.0729703627286419,0.6495511726547502,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,1.0,1fjrA02,60,2.1180681655804316,1.5708245584017604,1.5189900017820672,26.694645086924236,0.0804002418640806,4.424851146599275,5.444970122399394,4.934910634499334,0.07446953381902428,0.862648677192065,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,1.0,1fmtB01,60,2.3551884243885675,1.753300761167907,1.71628967104387,24.554545656840006,0.07963249987548346,4.342564920479878,5.238469332339138,4.790517126409508,0.07342126704939649,0.8609668163240394,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,1.0,1frmA00,60,3.605274478594462,2.7936713428364897,2.6763094502986626,39.28167888323466,0.07981333685888344,4.266869743675045,5.466867622874529,4.866868683274788,0.07458481807557364,0.6928091889090587,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,1.0,1gk9B03,20,3.322943115234375,2.3353464182175863,2.272029358780506,32.53349385261536,0.0778456639966068,4.267458339501977,5.186787054594252,4.727122697048115,0.07363714657723905,0.7015544361329734,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,20,20,20,20,20,20,20,20,20,20,20,20,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,1.0,1gkgA02,60,2.5752985616525015,1.8511470074076921,1.7470607727764145,35.839843098322554,0.08171167706175171,4.311179748912695,5.464027026665255,4.887603387788975,0.07353198101707535,0.7858415147303615,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,1.0,1gvhA01,60,3.4238640487194063,2.5184361547046468,2.4421660101904425,32.99671851793925,0.07692162054467565,4.256507946975301,5.181247846506958,4.718877896741129,0.07249477044795374,0.6636906951273208,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,1.0,1gyxA01,60,4.823104691505432,3.6517825802050536,3.3911277159665807,53.47211233774821,0.08063513972221872,4.370237105075754,5.378905412604444,4.874571258840098,0.07497072755975068,0.5998161953291814,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,1.0,1hw7A02,60,6.623911358912786,5.47527381794024,4.954190888227149,69.36539837519328,0.07910937373257813,4.383247212009437,5.440075201381254,4.911661206695345,0.07536182103513858,0.3609037168218406,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,58,56,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,1.0,1i7xB00,60,6.182254519065221,4.793627883096647,4.398645203863407,65.54889888763428,0.08177282446839887,4.454601662899483,5.531409673865198,4.993005668382341,0.07512125230970837,0.5494739250084046,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,1.0,1ik7A00,60,5.0674243191878,4.006879254030459,3.650377642868712,58.793015797932945,0.0783446160064005,4.268083118964506,5.333832891045239,4.800958005004871,0.07403894857643477,0.4592671984620874,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,58,55,57,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,1.0,1in4A03,60,1.779561647772789,1.3254418212716075,1.2533774782091147,23.111530192693074,0.07622034445593019,4.255482850829188,5.0643136463046385,4.659898248566912,0.07426101409637176,0.7882515260336596,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,1.0,1inlC02,60,4.1009914457798,3.086425212718067,2.868030368982107,45.478408908843996,0.0802251833296937,4.299051758288291,5.419583198526861,4.859317478407576,0.0729899736939284,0.7479895923775335,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,1.0,1iv8A05,60,2.000633356968562,1.5016885340873505,1.4085129507491911,26.099296474456786,0.07984379490304612,4.330227282066632,5.464665144145054,4.897446213105844,0.07444580958439755,0.8898745660479441,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,1.0,1j4sA00,60,2.5285400023063023,1.8689858625252962,1.816651441341398,30.180343421300254,0.08496820158549749,4.474948375372731,5.569360503756261,5.022154439564496,0.07460808372712352,0.8515124620956491,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,1.0,1jocA01,60,7.069705267747243,5.8044138361442785,5.342803700747071,73.89996534983317,0.07759701700425742,4.34424311937004,5.244168468535597,4.794205793952818,0.07294963429876639,0.4503344237800809,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,58,56,52,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,1.0,1jqoA03,60,2.697542549173037,1.9835482606432855,1.922227929134009,29.81385046641032,0.07753760528991718,4.29265739741456,5.221120599820984,4.7568889986177725,0.07484256841388405,0.706880286633011,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,1.0,1jr3C02,60,2.1120906511942548,1.5631324469412007,1.5100575405083063,24.55198334058126,0.07609322137724976,4.24151275023288,4.965917510531466,4.603715130382174,0.0733180715689646,0.7388655822474622,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,1.0,1k4iA00,60,2.4157269100348153,1.7003376729430797,1.6668847031374483,25.69838728904724,0.07996232077516073,4.325735351541321,5.241823134823524,4.7837792431824235,0.07398950650710469,0.8502024441860594,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,1.0,1k8kD01,60,3.746749226252238,2.630618249718239,2.5523968712868372,35.07981810569763,0.07868502762501145,4.28977203109133,5.303851112490372,4.796811571790852,0.07229284252060783,0.7994294973437014,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,4.0,1ad3A02,60,3.471745316187541,2.603643509200236,2.543938334657745,32.17642273902893,0.0784512017942725,4.326875401914784,5.303704629223459,4.81529001556912,0.0740261625383318,0.7666308747123057,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,4.0,1atgA02,60,3.143990711371104,2.3001369116584973,2.2099009944640975,35.98807198206584,0.08136477729333494,4.354749278309155,5.347662189496691,4.8512057339029235,0.07416130473584305,0.7657439122688072,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,4.0,1balA00,60,7.12358948191007,5.892386451011437,5.351450798641784,75.48880923589071,0.07671554297475121,4.436301603692623,5.57159216862551,5.003946886159067,0.07459912856419883,0.39279948184923713,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,59,59,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,4.0,1by1A00,60,4.830609619617462,3.4866009832533797,3.411133112542069,43.249420483907066,0.07734806834965179,4.290050421975905,5.194961824360255,4.74250612316808,0.07363312790791195,0.5486058407775093,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,4.0,1c80A00,60,2.5713934818903605,1.868682515567488,1.827206037634512,27.26587413152059,0.0780963684909841,4.304233110208887,5.18544932304387,4.744841216626379,0.07382710021838808,0.8233924634358123,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,4.0,1ccdA00,60,6.138192307949066,5.032534940854041,4.726227026792154,58.42798973719279,0.0785984280719987,4.284484893147468,5.384210354745217,4.834347623946343,0.07338797023561265,0.43716194496278094,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,59,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,4.0,1ccwB02,60,4.318033295869827,3.301848729272512,3.075524962486902,47.08818454742432,0.07945639484014994,4.3216864263723105,5.421395017431844,4.871540721902076,0.07375211868530666,0.6422552338402677,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,4.0,1dgnA00,60,2.79147030711174,2.1647374519156473,2.060145158559033,33.341261021296184,0.07484475340120587,4.228075419302254,5.0436759587454825,4.635875689023868,0.07339233020038316,0.6753075542164761,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,4.0,1eb6A00,60,3.471478506922722,2.622151437548186,2.556568152875044,35.350451946258545,0.07862563415629849,4.270014695198607,5.215944976150587,4.742979835674597,0.0737780503477111,0.7410204684521218,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,4.0,1ecmA00,60,4.807132138808568,3.553478509006308,3.3760858853433513,46.25106684366862,0.07727940630228111,4.315169620924881,5.253693148771545,4.784431384848213,0.07402919504377578,0.5158990727844268,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,4.0,1f7uA02,60,4.032774315277735,2.9517896966255597,2.8469654920058973,41.352223841349286,0.07675858661485553,4.26198827410189,5.258006475873439,4.759997374987663,0.07357443609545307,0.5613855918791144,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,4.0,1fjrA02,60,2.814758143822352,2.114420141837214,2.042137936581935,32.991934887568156,0.080191929447253,4.353676465371607,5.395834141100112,4.87475530323586,0.07405001700565378,0.8285945795059076,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,4.0,1fmtB01,60,2.988603466749191,2.213194560214642,2.1651953314992087,28.850990533828735,0.0803538251210704,4.286689075916176,5.335114957601728,4.810902016758951,0.07327979823053382,0.8370181548056418,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,4.0,1frmA00,60,5.204984885454178,4.181222520337864,3.9993837548621465,50.423556613922116,0.07899892746458761,4.306390685812196,5.355642507147503,4.831016596479848,0.07348602132191734,0.6061171240244202,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,4.0,1gk9B03,20,4.241094499826431,3.0760965054874645,2.990653038277558,40.88964767456055,0.07711178329522199,4.287625750877714,5.326615252410658,4.807120501644187,0.07456231951713563,0.6518062922555882,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,20,20,20,20,20,20,20,20,20,20,20,20,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,4.0,1gkgA02,60,3.3658855428298313,2.493121604570854,2.34614757875685,44.84371034304301,0.0820626021050654,4.4596614622824555,5.461288141332413,4.960474801807434,0.07455850862989237,0.7182089512744784,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,4.0,1gvhA01,60,4.764213591814041,3.5440514329652615,3.434851969497664,41.7184866587321,0.0769427865786491,4.271389114923862,5.193114317320155,4.732251716122008,0.07332374195392981,0.5687031395985807,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,4.0,1gyxA01,60,6.650139208634695,5.290611831756581,4.904444235484646,67.16748580932617,0.07900299388080527,4.318403561235573,5.458080621945479,4.888242091590525,0.07210216301458855,0.4877204242081931,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,4.0,1hw7A02,60,8.698033555348713,7.484232037978907,6.76424373159654,88.42696317036946,0.07837425234481059,4.443026862312374,5.460974699522465,4.9520007809174205,0.07447054150964126,0.2477807245573225,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,59,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,4.0,1i7xB00,60,8.175608905156453,6.473718183429382,5.936931515037869,84.40808448791503,0.08047559554308746,4.424910714134785,5.550852309382463,4.987881511758624,0.0751615741423198,0.37932387093956604,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,4.0,1ik7A00,60,7.073182511329651,6.022381188426272,5.476695739134722,75.09973125457763,0.07719091337161334,4.35826075788748,5.46822308217221,4.913241920029845,0.07365370178534313,0.28583039950898426,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,57,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,4.0,1in4A03,60,2.2672063102324804,1.6459724469611983,1.5546588258456777,27.285845232009887,0.07655613748122456,4.199928236778416,4.950372789978019,4.575150513378218,0.07326679739866172,0.7517338571725846,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,4.0,1inlC02,60,5.9516889949639635,4.544953349717534,4.214288847583637,60.84619509379069,0.08180057734500164,4.409603381689733,5.560566347881264,4.985084864785497,0.07289195956376492,0.6821664686731025,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,4.0,1iv8A05,60,2.7760260194540023,2.0937711623105724,1.9572266427758302,32.532962735493975,0.07858079523376921,4.407726784103301,5.401752539584074,4.9047396618436885,0.07336450258890787,0.8585391285055876,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,4.0,1j4sA00,60,3.6388638615608215,2.68657536764633,2.607410753243474,37.09147170384725,0.0858072632615791,4.406454456630003,5.674995450987911,5.040724953808957,0.07439971654801755,0.806822797207419,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,4.0,1jocA01,60,9.287350817521412,7.720061403901147,7.101716808152219,90.1489445368449,0.07878720151466688,4.252605865104672,5.424698569821115,4.838652217462894,0.07316319908799422,0.25076595492860637,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,59,59,56,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,4.0,1jqoA03,60,3.669491954644521,2.6436681926346064,2.5605761942875165,37.20612786610921,0.07840694995950152,4.274827679478821,5.135475669422815,4.705151674450816,0.0739021656267783,0.6427625306077401,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,4.0,1jr3C02,60,2.7119130849838258,1.958559453835183,1.8911375917401583,29.453440777460735,0.07573016141030489,4.258943293066887,5.0565970359760914,4.657770164521488,0.07338331395929511,0.6788278158471661,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,4.0,1k4iA00,60,3.155824633439382,2.1968685178580847,2.152980866899524,30.651781113942466,0.07999799617767628,4.3714507137033785,5.272633841234721,4.82204227746905,0.07443710547084956,0.8255685212764179,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
identity,identity_current_atoms,4.0,1k8kD01,60,5.131127053499222,3.643765030603945,3.534083062705582,45.96774037679037,0.07949591965444082,4.395422489174378,5.386235964524322,4.89082922684935,0.07425737441910639,0.7465533530169209,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,1.0,1ad3A02,60,2.340221949418386,1.720429966687704,1.6844629781618161,24.129562250773112,0.25590287738259154,9.41154771985919,10.311635818584476,9.861591769221834,0.21302485815745448,0.8256185482000373,0.17768847639487914,0.44274965833751756,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,1.0,1atgA02,60,2.22517805993557,1.5982544499224147,1.5427698164542472,27.19599197705587,0.277283669714888,12.299057122671508,13.69476951077279,12.996913316722152,0.2833813258067325,0.8103154060872122,0.15722216942912345,0.42656178721801763,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,1.0,1balA00,60,4.990366023778916,4.050099651569864,3.742782175559258,59.83131710688273,0.4604475947126503,35.644717181204996,39.22805529522017,37.436386238212584,0.8380016169101,0.5157294407352705,0.11692683132887345,0.4881259512226441,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,59,60,,,,,,,,,,,,,,,,,,,,,,
